id,season,city,team1,team2,toss_winner,toss_decision,winner,batting1_runs,batting2_runs,batting1_super_over,batting2_super_over,bowling1_extras,bowling2_extras,p1,p2,SAB,team1_bat_score,team2_bat_score,team1_ball_score,team2_ball_score
207,2010,6,1,4,1,1,1,178,115,0,0,7,7,0,0,-0.077196819,6.004762711,7.107886081,6.347168902,5.759110188
208,2010,7,2,9,2,1,9,200,204,0,0,13,5,0,0,-0.16355592,6.359286001,8.052570881,6.416300068,5.826393062
209,2010,8,7,3,7,1,7,184,147,0,0,8,2,0,0,-0.314698355,7.660619074,8.998584221,6.522082908,7.19298965
210,2010,23,6,4,6,1,6,159,157,0,0,12,10,0,0,0.421440632,7.385736132,5.210267259,6.906354528,6.281151371
211,2010,12,5,1,5,1,5,165,141,0,0,18,14,0,0,-0.720887813,7.372271333,7.066935296,4.034731057,7.153114738
212,2010,11,9,6,9,1,6,153,157,0,0,9,9,0,0,0.308412562,8.481800995,5.935445843,5.96289672,6.505401741
213,2010,7,2,7,2,1,2,181,167,0,0,7,9,0,0,-0.142356054,6.070939793,7.312667117,6.179646964,5.831884913
214,2010,5,3,4,4,0,4,184,186,0,0,15,8,0,0,0.329173642,7.46491591,4.543814354,5.989332389,6.862240547
215,2010,9,1,9,1,1,9,154,158,0,0,4,4,0,0,0.177015972,6.250348599,7.307812062,6.888822772,5.049409303
216,2010,23,5,4,5,1,4,138,139,0,0,8,8,0,0,-0.239499987,8.023743938,5.7069043,4.056013455,6.872450231
217,2010,5,2,3,3,0,3,160,162,0,0,11,11,0,0,0.121678096,8.983476213,7.332185314,6.157688564,6.844998043
218,2010,8,7,9,7,1,9,111,112,0,0,18,6,0,0,-0.210627724,5.947490165,7.777033845,6.414950196,5.937385621
219,2010,11,1,6,6,0,1,174,137,0,0,12,8,0,0,-0.012450012,6.530743553,6.716257248,8.008035418,7.904175057
220,2010,23,4,3,3,0,4,151,138,0,0,9,13,0,0,-0.037706802,6.989831609,7.263875107,5.994663166,5.953774555
221,2010,6,1,7,1,1,1,183,144,0,0,10,8,0,0,0.233703269,7.147803701,6.109181314,6.927551786,6.407307586
222,2010,12,2,5,2,1,5,139,143,0,0,20,15,0,0,0.338864947,8.264474926,7.707368247,6.661219292,5.52469326
223,2010,11,6,3,6,1,3,130,132,0,0,8,1,0,0,-0.388280312,5.648944617,7.677693732,6.224826508,6.684204046
224,2010,12,5,7,5,1,7,112,113,0,0,8,13,0,0,0.473234215,8.89808643,6.368141926,5.867289853,5.709033613
225,2010,24,9,4,4,0,4,174,178,0,0,8,13,0,0,-0.398343497,7.748083756,7.716760833,4.83645948,6.471860483
226,2010,5,1,3,3,0,1,191,134,0,0,15,5,0,0,-0.077610481,6.791503577,7.722398246,6.818664971,6.437885503
227,2010,7,6,2,6,1,2,132,133,0,0,3,7,0,0,0.252053895,6.084737276,5.761885623,7.271729771,5.825938336
228,2010,24,9,5,5,0,5,192,195,0,0,5,10,0,0,-0.115752556,7.075588887,8.557256537,5.924165189,5.325141937
229,2010,8,4,7,4,1,4,145,134,0,0,3,5,0,0,0.404741787,8.033258756,6.518426349,6.682069244,5.82013947
230,2010,7,1,2,1,1,2,133,135,0,0,6,16,100,0,0.280935619,7.066789673,5.797960324,5.647140413,5.404219709
231,2010,6,1,3,1,1,1,184,149,0,0,13,10,0,0,-0.108939379,7.10654605,7.914238195,6.534338519,6.447383223
232,2010,6,5,4,5,1,5,142,104,0,0,16,8,0,0,0.520072166,9.285551363,6.180092278,5.911111927,5.931075373
233,2010,6,4,3,4,1,3,82,86,0,0,4,3,0,0,0.156202268,7.285329042,6.536216794,7.203815334,6.850143813
234,2010,6,5,1,5,1,5,168,146,0,0,11,12,0,0,0.174239763,9.182122716,7.26800293,5.859824671,6.491195116
235,2011,12,5,2,5,1,5,153,151,0,0,3,8,0,0,0.069150002,7.533643653,6.652178984,6.939716844,7.330469836
236,2011,1,4,6,6,0,6,137,141,0,0,4,5,0,0,0.124871633,7.569598515,6.11703521,6.07489354,6.688054981
237,2011,25,12,3,12,1,3,161,162,0,0,11,13,0,0,0.194876883,7.384423126,8.308858545,6.484908424,5.002530271
238,2011,8,7,1,7,1,1,95,99,0,0,4,11,0,0,0.006243215,6.54917376,6.584843833,7.858467122,7.758094134
239,2011,6,9,13,9,1,13,112,113,0,0,10,4,0,0,-0.042398809,7.268314616,5.411352292,4.709313965,6.567700991
240,2011,7,2,4,2,1,2,163,154,0,0,10,9,0,0,0.122552499,6.561613779,7.739316381,7.699666653,5.818570473
241,2011,11,7,6,7,1,6,151,152,0,0,9,12,0,0,0.23255262,7.483696771,6.906511457,7.412039561,6.427365784
242,2011,5,3,1,1,0,1,140,143,0,0,15,3,0,0,-0.039527204,6.267446274,4.971516966,4.729552905,6.195376546
243,2011,9,5,9,9,0,9,188,193,0,0,5,1,0,0,0.269528772,7.36367207,7.022674851,6.663004681,5.563749362
244,2011,6,12,13,12,1,13,148,151,0,0,11,11,0,0,0.095032835,7.929637636,7.707125866,6.583857946,6.265307481
245,2011,1,4,3,3,0,4,175,142,0,0,7,8,0,0,0.240495956,7.579415899,7.1537881,5.50441148,4.921243991
246,2011,11,6,2,2,0,2,159,160,0,0,19,4,0,0,-0.084622434,6.800070501,6.274066716,5.21384621,6.078412955
247,2011,6,1,12,12,0,12,182,184,0,0,17,11,0,0,-0.085416638,5.591401806,5.19678559,5.680492231,6.74124911
248,2011,12,5,3,5,1,5,183,162,0,0,4,9,0,0,0.265017113,7.462184054,7.370345971,5.780653603,4.845513341
249,2011,1,4,9,9,0,9,165,166,0,0,5,14,0,0,0.040074387,8.575297849,7.712251576,5.788585333,6.248418154
250,2011,6,13,7,7,0,7,187,190,0,0,8,10,0,0,-0.2206276,7.26079334,6.766791509,5.615036839,7.375166693
251,2011,7,6,2,2,0,2,81,85,0,0,5,11,0,0,-0.113733387,5.713183389,6.624919755,7.473089087,7.393121412
252,2011,25,5,12,12,0,12,131,135,0,0,3,3,0,0,0.117573961,8.009733893,6.089101145,5.615589235,6.664254682
253,2011,8,4,7,4,1,4,168,152,0,0,5,13,0,0,-0.128670668,7.425648211,7.258490964,6.834106844,7.955250764
254,2011,6,13,1,13,1,1,118,124,0,0,12,10,0,0,-0.027125493,9.856029707,7.110353163,5.430502857,7.686748207
255,2011,7,12,2,2,0,12,132,126,0,0,8,11,0,0,0.104815045,7.845352403,6.605867233,6.854694795,7.342296893
256,2011,9,9,6,6,0,9,195,147,0,0,17,2,0,0,0.017165792,6.939266959,6.7866027,6.179437549,6.221205901
257,2011,6,1,5,5,0,1,164,156,0,0,14,10,0,0,-0.037620585,6.69875636,8.644490025,7.10802944,5.683955171
258,2011,7,2,3,3,0,3,171,175,0,0,13,5,0,0,0.724135711,6.92444142,4.530783683,6.975317472,5.040793377
259,2011,8,7,9,9,0,7,231,202,0,0,16,5,0,0,0.523968928,8.819308888,7.915023802,7.331095096,5.499625565
260,2011,1,1,4,4,0,1,172,135,0,0,5,12,0,0,-0.028451863,7.576845412,8.130805709,6.94819437,6.636155379
261,2011,11,12,6,6,0,6,109,111,0,0,9,2,0,0,0.727592916,7.785840857,5.593997806,6.683200446,4.976196917
262,2011,12,5,13,13,0,5,142,117,0,0,4,7,0,0,-0.297460189,8.439442129,8.969831575,5.640465334,6.528012244
263,2011,8,7,3,3,0,3,160,161,0,0,13,18,0,0,0.356687568,7.547534491,7.692763283,7.56176745,5.493066971
264,2011,6,13,5,13,1,5,141,145,0,0,5,8,0,100,0.483060441,8.765781391,6.168378424,5.819020727,5.680639498
265,2011,25,4,12,12,0,4,129,74,0,0,7,7,0,0,0.119590306,8.180006016,7.432521462,6.796569188,6.742726955
266,2011,8,2,7,7,0,2,148,131,0,0,8,7,0,0,-0.223857468,7.634775964,8.445298027,6.673195394,7.329165404
267,2011,11,1,6,6,0,6,94,95,0,0,7,2,0,0,0.599440503,7.98427475,5.698139375,7.366132609,5.815205166
268,2011,5,3,13,13,0,3,181,155,0,0,2,9,0,0,0.048648801,7.58237149,8.277491734,5.837514237,5.169924187
269,2011,25,7,12,7,1,7,157,119,0,0,16,8,0,0,0.42037816,8.738763025,6.879920733,7.413317637,6.480709089
270,2011,7,9,2,2,0,2,119,120,0,0,6,12,0,0,0.087654941,7.032237535,6.744899089,6.005984726,5.80848012
271,2011,11,13,6,6,0,6,143,144,0,0,5,11,0,0,-0.13053437,7.514689894,6.863606027,5.770971532,7.09737502
272,2011,12,5,4,5,1,5,165,146,0,0,9,5,0,0,-0.020189811,8.259416181,6.992516253,5.480629228,6.577694909
273,2011,6,1,9,9,0,1,159,136,0,0,5,12,0,0,0.291964333,7.529357695,6.603560902,6.693809767,5.889295514
274,2011,8,7,12,12,0,12,140,141,0,0,7,18,100,0,0.352594075,8.747168958,6.699517676,7.170745687,6.797197546
275,2011,1,2,4,4,0,2,169,149,0,0,10,4,0,0,-0.368514544,6.718380997,8.179603669,5.929459059,6.645472828
276,2011,12,6,5,6,1,5,147,149,0,0,7,4,0,0,0.308350165,6.793584336,6.011163485,6.595138722,5.569407197
277,2011,6,1,13,13,0,1,160,139,0,0,15,10,100,0,0.315720793,7.596652524,7.170688664,7.265809816,5.831784382
278,2011,25,12,2,2,0,12,156,139,0,0,6,3,100,0,0.093622879,6.801029605,6.254348642,6.610037075,6.540630582
279,2011,1,4,7,7,0,7,175,179,0,0,10,10,0,0,0.033258876,8.410541268,8.047024768,7.810162325,7.90771837
280,2011,5,3,9,9,0,3,205,120,0,0,6,5,0,0,0.103810386,7.353454473,7.337502634,5.766436055,5.343068471
281,2011,7,5,2,5,1,2,114,61,0,0,6,4,0,0,-0.183956113,6.735169299,6.433106179,5.525137802,6.869972192
282,2011,6,1,7,7,0,1,178,146,0,0,6,9,0,0,-0.069595702,7.558584601,8.541175733,7.27974311,6.84850351
283,2011,5,12,3,12,1,3,125,128,0,0,10,5,0,100,0.380467717,7.672496304,6.314382565,6.096110008,5.417385383
284,2011,9,9,13,9,1,13,119,120,0,0,4,12,0,100,-0.045129524,7.708163945,7.563532705,5.790975342,6.112932561
285,2011,11,5,6,6,0,5,196,133,0,0,8,5,0,0,0.166238262,7.720556231,5.702662084,5.75578991,6.672863686
286,2011,1,4,13,4,1,13,136,137,0,0,1,3,0,0,0.418451684,8.46114471,8.126134454,7.692090625,5.736840011
287,2011,9,9,1,1,0,9,163,87,0,0,22,5,0,0,-0.297596396,7.306368609,7.236734545,5.446641063,7.086243776
288,2011,11,6,3,3,0,3,146,151,0,0,11,4,0,0,0.411132359,5.635880761,5.226607279,6.910005927,4.827245592
289,2011,12,5,7,5,1,5,176,158,0,0,4,14,0,0,-0.074250901,8.516738307,8.181523105,5.765191221,6.3327434
290,2011,4,12,9,9,0,9,178,181,0,0,23,8,0,0,-0.03111516,7.045069109,7.691980637,5.741834905,5.383986056
291,2011,5,2,3,3,0,3,89,105,0,0,7,6,0,0,0.615968492,7.073417536,5.879519771,6.901817808,4.818902034
292,2011,6,4,1,4,1,4,135,125,0,0,7,18,0,0,0.059938635,7.273773841,7.002718876,7.253871826,7.094182212
293,2011,24,9,7,7,0,9,170,141,0,0,9,12,0,0,-0.469871966,7.509302643,8.175418551,5.087876242,6.604655813
294,2011,4,6,12,12,0,12,97,98,0,0,3,9,100,0,0.083528162,6.518775158,6.551578936,7.223638468,6.581350575
295,2011,6,13,4,4,0,4,136,138,0,0,3,9,100,0,-0.404007904,7.444582753,8.45868794,6.283128794,7.9008891
296,2011,24,9,3,9,1,9,232,121,0,0,27,9,0,0,-0.046678805,6.612417812,7.67918676,5.131420058,4.560840359
297,2011,12,5,12,5,1,5,152,141,0,0,4,9,0,100,0.018859758,8.544875667,7.384951694,5.752923875,6.560131354
298,2011,6,13,2,2,0,2,118,119,0,0,12,5,0,0,0.152757041,7.739722075,6.11880492,6.349798845,6.932881056
299,2011,6,1,6,1,1,6,133,134,0,0,5,2,0,0,0.284466824,6.639733766,5.677414642,6.871190599,5.977808525
300,2011,24,4,9,9,0,4,198,116,0,0,16,4,0,0,0.051572211,5.510737243,6.425273703,6.920175704,5.622877688
301,2011,8,7,13,7,1,14,56,0,0,0,5,0,100,0,-2.956118524,4.729290742,3.191033658,0.840776607,5.635326393
302,2011,5,5,3,3,0,3,128,129,0,0,10,10,0,0,0.485791705,8.423230447,6.254734515,5.601063185,5.256317296
303,2011,7,2,1,1,0,1,175,178,0,0,6,16,0,0,0.201623865,7.132412576,6.023413039,7.34885372,6.983909034
304,2011,6,3,5,5,0,5,175,177,0,0,14,8,0,0,-0.169968535,7.17232307,7.414563159,5.117430775,5.608129479
305,2011,6,2,1,1,0,1,147,148,0,0,6,4,0,0,-0.004335257,7.09016327,7.606291041,7.318940143,6.85088902
306,2011,12,3,1,1,0,3,185,142,0,0,14,4,0,0,-0.10117009,7.805874307,7.327440594,6.127237335,7.130541365
307,2011,12,5,3,5,1,5,205,147,0,0,9,6,0,0,-0.177902385,7.403482797,7.903221991,5.68751132,6.110136
308,2012,12,5,1,1,0,1,112,115,0,0,12,6,0,0,0.306407349,8.181566398,6.211934266,6.638205909,6.586391922
309,2012,7,2,7,7,0,7,97,100,0,0,7,5,0,0,-0.126224541,6.369702368,6.340096877,6.758419285,7.845630426
310,2012,6,13,1,1,0,13,129,101,0,0,8,5,0,100,-0.213173759,6.123613128,6.78565464,5.6262003,6.167355207
311,2012,11,6,9,9,0,6,191,160,0,0,19,6,0,0,0.092291098,6.723875548,6.133786362,6.261854266,6.273213977
312,2012,5,3,7,7,0,3,157,137,0,0,6,4,0,0,-0.474427309,6.508861131,7.625986763,6.317868475,8.884322205
313,2012,26,5,4,4,0,5,193,119,0,0,11,4,0,0,-0.033885424,8.637998073,8.117015339,7.801694372,8.581944579
314,2012,11,6,2,2,0,6,164,142,0,0,3,7,0,0,-0.105967549,6.837404187,7.35340221,6.386702901,6.540506422
315,2012,2,13,9,13,1,13,166,144,0,0,12,11,100,0,-0.241784171,6.388197436,5.980161244,5.281053536,7.172945039
316,2012,26,4,1,4,1,1,138,142,0,0,5,4,0,0,0.332694267,7.879568653,6.327849473,7.230949322,6.523898664
317,2012,5,2,3,3,0,2,165,123,0,0,6,10,0,0,0.100341054,6.746555029,7.858262351,7.868814289,6.138812179
318,2012,8,5,7,7,0,7,110,111,0,0,6,1,0,0,0.28697353,8.737987284,7.133142643,7.588334989,7.121495243
319,2012,6,1,6,6,0,1,197,170,0,0,6,4,0,0,0.038604154,6.389807752,6.710298613,6.341173598,5.825784484
320,2012,12,3,5,3,1,5,205,208,0,0,16,6,0,0,-0.354840108,6.820213957,7.935628961,6.263945297,7.478027491
321,2012,9,13,9,9,0,9,115,116,0,0,12,0,100,0,-0.016946309,6.322302065,6.414198776,6.457824154,6.475789534
322,2012,7,6,2,6,1,2,131,137,0,0,10,12,0,0,-0.116354574,6.974078437,7.093744691,6.512471836,7.16833486
323,2012,8,4,7,4,1,7,157,162,0,0,6,4,0,0,-0.075997045,7.417517884,8.262439013,7.854850731,7.600749419
324,2012,2,5,13,5,1,13,155,156,0,0,6,5,100,0,0.239708499,7.052977503,6.58139963,6.768129265,5.818717301
325,2012,7,9,2,2,0,9,134,132,0,0,7,9,0,0,-0.095461545,7.907776875,7.168606978,6.003988621,7.198622138
326,2012,5,6,3,6,1,6,195,136,0,0,6,3,0,0,-0.496516674,4.627804502,7.739881944,6.148453155,6.070706094
327,2012,6,1,7,7,0,7,92,93,0,0,9,11,0,0,-0.101278156,7.872563566,7.41701324,6.189055874,7.175599652
328,2012,11,4,6,4,1,6,196,197,0,0,13,6,0,0,-0.019406235,5.658022757,5.527203675,6.093848231,6.374465225
329,2012,5,13,3,13,1,3,182,186,0,0,7,7,0,100,0.124969866,6.195693471,6.7600879,7.272553843,5.875456872
330,2012,9,9,2,9,1,2,124,127,0,0,3,5,0,0,0.019303248,8.067764486,7.514375684,5.691569205,6.02266339
331,2012,1,4,7,4,1,7,187,193,0,0,2,16,0,0,0.131245154,6.575316793,6.42665442,6.1527798,5.592409006
332,2012,12,5,13,13,0,5,164,151,0,0,2,15,0,0,0.298322877,6.958416011,6.93493715,7.416412257,5.641641816
333,2012,9,9,3,3,0,3,163,166,0,0,8,8,0,0,0.088139304,7.4614578,6.670230454,5.900322578,6.122849618
334,2012,12,6,5,6,1,5,146,147,0,0,14,2,0,0,-0.26273903,6.49826069,6.941492094,6.061387819,7.363806599
335,2012,8,13,7,7,0,13,192,172,0,0,15,5,0,0,-0.728169406,6.297828227,8.513223097,5.149681954,6.808568091
336,2012,6,1,9,1,1,9,163,164,0,0,6,6,0,0,0.376273864,8.341030176,6.819590992,7.140296869,6.265049878
337,2012,22,4,2,2,0,2,126,127,0,0,3,9,0,0,-0.417236772,6.353328692,8.367723281,5.714148298,6.067257399
338,2012,11,3,6,6,0,3,189,143,0,0,19,10,0,0,-0.127058142,5.731658849,6.074134736,6.273794285,6.814337982
339,2012,2,13,7,13,1,7,146,148,0,0,5,7,0,0,-0.447990204,5.264533906,6.664862431,5.131186916,6.186998489
340,2012,9,9,1,9,1,1,168,171,0,0,10,9,0,0,-0.704484661,6.210014478,8.167376001,5.31438622,7.460748525
341,2012,2,4,13,4,1,4,177,159,0,0,11,9,0,0,0.091689726,6.16337956,5.760446908,6.256698521,6.088043222
342,2012,8,7,1,1,0,7,207,170,0,0,9,4,0,0,0.477633935,8.421777779,6.137018121,7.397306935,6.442299784
343,2012,12,9,5,9,1,9,156,149,0,0,5,6,0,0,-0.848413209,6.286125755,9.726593618,5.68382949,7.28520835
344,2012,7,2,3,2,1,2,190,143,0,0,5,5,0,0,-0.052180456,6.212234804,6.645593501,6.129258076,6.019253671
345,2012,8,7,6,7,1,7,152,151,0,0,8,4,0,0,0.435233513,8.406815487,6.382622865,7.282765011,6.409419026
346,2012,6,4,1,1,0,1,100,101,0,0,5,10,0,0,0.43144451,7.802630448,6.034627501,7.571989491,6.351803863
347,2012,12,5,2,5,1,2,139,140,0,0,6,13,0,0,0.017527305,7.494118087,7.668216095,7.252886154,6.972625673
348,2012,22,4,13,4,1,4,186,173,0,0,11,6,0,0,0.472289502,8.085790088,7.210520061,7.083941211,5.426129647
349,2012,11,6,7,6,1,7,141,144,0,0,5,9,0,0,-0.101859998,7.855100136,8.473342793,6.870717307,6.94284829
350,2012,5,3,9,9,0,9,158,163,0,0,6,4,0,0,0.050071455,5.913551064,6.15409281,6.731022817,6.132103088
351,2012,2,1,13,1,1,1,120,119,0,0,11,6,0,0,0.147514049,7.254898851,6.592982775,7.156286017,6.787894546
352,2012,12,5,4,5,1,5,160,150,0,0,8,4,0,0,0.045354556,8.657950494,7.128153418,7.239719687,8.406232146
353,2012,7,2,13,2,1,2,150,143,0,0,19,10,100,0,0.292309588,7.431170987,6.33038609,7.235759961,6.366748274
354,2012,9,6,9,6,1,6,177,134,0,0,6,12,0,0,0.388846694,7.157995438,6.65943364,7.863764848,5.792677321
355,2012,6,5,1,1,0,1,173,174,0,0,9,3,0,0,0.354560752,8.571209231,6.517326846,7.326294177,6.889258524
356,2012,5,4,3,3,0,3,181,185,0,0,6,6,0,0,-0.385452677,5.535103857,8.215897307,6.344395994,6.085659675
357,2012,8,7,2,7,1,2,153,154,0,0,14,16,0,0,0.077695663,7.902842327,7.788062325,6.44561266,6.145437361
358,2012,2,13,6,13,1,6,125,126,0,0,10,0,0,100,0.084465866,6.982781792,6.778100019,7.487836609,7.055591267
359,2012,1,9,4,4,0,9,170,145,0,0,7,12,0,0,-0.483552697,6.080166473,8.119479292,5.991830339,6.976356493
360,2012,6,1,3,3,0,3,141,142,0,0,7,5,0,0,0.521596362,7.42684892,5.393253999,7.292099143,5.888722038
361,2012,11,6,5,5,0,5,126,127,0,0,12,13,0,0,0.060064948,6.483323966,7.348695787,8.338930508,6.887506685
362,2012,2,3,13,13,0,3,173,138,0,0,9,4,100,0,0.001824929,6.308274427,6.524308706,6.331661872,6.111183386
363,2012,7,1,2,1,1,1,182,155,0,0,5,4,0,0,0.05512948,6.599726454,6.658850242,6.338658174,5.969126165
364,2012,12,7,5,5,0,5,114,115,0,0,7,1,0,0,0.225080263,8.751711364,7.352976507,6.919794725,6.796492135
365,2012,11,6,13,6,1,6,170,125,0,0,3,4,100,0,0.158421646,5.851697592,6.735063961,7.637796504,5.625394454
366,2012,9,4,9,4,1,9,190,194,0,0,9,8,0,0,0.082615656,6.95866187,6.940194788,6.611403599,6.145346321
367,2012,5,3,1,1,0,1,171,173,0,0,14,11,0,0,-0.127030496,7.282694645,7.847858094,6.146693762,6.334263052
368,2012,7,2,5,5,0,5,158,160,0,0,3,5,0,0,0.051065474,7.757380503,8.136730344,6.845056515,6.257126856
369,2012,8,9,7,9,1,7,136,140,0,0,4,2,0,0,-0.529597594,7.579069145,8.751192414,5.278490764,6.717251758
370,2012,6,2,1,1,0,2,140,108,0,0,14,4,0,0,0.18040736,8.057470914,7.800655818,7.273474705,6.431121794
371,2012,24,5,9,9,0,9,120,123,0,0,4,5,0,0,0.115657045,7.429294279,6.85252427,6.836451626,6.645116883
372,2012,8,3,7,7,0,3,215,194,0,0,4,7,0,0,-0.108046827,7.854415466,9.185334009,6.148451197,5.667458562
373,2012,1,6,4,6,1,4,126,128,0,0,7,9,0,0,0.035143034,7.281568145,7.397528897,7.422084454,7.05691418
374,2012,24,9,7,7,0,7,141,145,0,0,8,9,0,0,0.222616248,7.622805248,7.841238153,6.950246775,5.643128612
375,2012,2,2,13,2,1,2,136,102,0,0,7,10,100,0,0.485198652,7.178178002,6.298577925,7.445023373,5.392218617
376,2012,1,4,3,3,0,4,132,123,0,0,10,3,0,0,0.082800293,7.55264638,8.168577523,7.087105966,6.113536139
377,2012,11,6,1,6,1,1,162,163,0,0,14,18,0,0,0.086143303,7.312241251,6.009492152,6.718431926,7.456740281
378,2012,2,2,7,2,1,2,162,144,0,0,4,14,0,0,-0.07530377,6.63549875,8.751563574,7.890183357,6.418133527
379,2012,5,5,1,1,0,5,187,149,0,0,5,11,0,0,0.044799009,8.348325115,7.340454541,6.796475876,7.421806454
380,2012,12,5,7,7,0,5,222,136,0,0,6,11,0,0,-0.275938617,6.569947676,7.7954839,5.893347573,6.276092897
381,2012,12,5,2,5,1,2,190,192,0,0,7,8,0,0,0.083766588,8.371446675,6.62505693,6.883641714,8.001753847
382,2013,7,7,2,2,0,2,128,129,0,0,5,6,0,0,-0.295707908,7.822811332,7.635326579,5.523758677,7.199598179
383,2013,5,3,1,1,0,3,156,154,0,0,16,8,0,0,-0.328157202,7.72949522,8.396293624,5.438896197,6.358624383
384,2013,1,10,13,13,0,10,126,104,0,0,3,2,0,0,0.153126394,9.439729218,6.829723011,6.260773033,7.588196092
385,2013,8,6,7,6,1,6,165,160,0,0,9,11,0,0,0.399523682,8.221878565,7.954445077,7.125042462,5.423651847
386,2013,12,1,5,1,1,1,148,139,0,0,9,7,0,0,-0.022190988,8.764507181,8.719074106,6.515925912,6.660332091
387,2013,2,13,9,13,1,9,99,100,0,0,3,3,0,0,0.095785323,6.270088844,6.760750067,6.893201205,5.824131741
388,2013,1,3,10,3,1,10,130,130,20,15,8,16,0,100,-0.591769104,7.21428886,8.635416016,5.572493662,7.53150757
389,2013,11,6,2,2,0,6,144,125,0,0,9,11,0,0,0.093678369,6.469315196,7.016945827,8.577600784,7.095624899
390,2013,6,1,7,1,1,1,209,165,0,0,10,10,0,0,-0.067061144,7.038311293,7.264440415,5.556590141,5.674708984
391,2013,9,9,5,5,0,5,138,139,0,0,8,3,0,0,0.220660088,7.380261786,7.521105955,6.233599556,5.171136337
392,2013,5,2,3,3,0,3,154,158,0,0,6,10,0,0,0.68655599,8.475154494,5.299785773,7.317918969,6.007440234
393,2013,2,6,13,6,1,13,145,148,0,0,7,6,100,0,-0.131163563,5.133889042,6.500357121,7.543514277,7.027419164
394,2013,8,7,10,7,1,10,114,115,0,0,7,3,0,0,-0.064936982,8.375495192,8.035617263,6.598459032,7.26493938
395,2013,6,1,13,1,1,1,183,142,0,0,3,5,0,0,-0.191400908,7.007413917,7.193071547,6.579468365,7.769962805
396,2013,12,3,5,5,0,5,165,166,0,0,8,8,0,0,-0.381692564,6.736008034,9.170508715,6.488838519,6.529786055
397,2013,7,2,10,2,1,2,180,132,0,0,8,12,0,0,-0.319102913,7.288840849,8.581244111,6.388911267,7.117705342
398,2013,11,9,6,6,0,6,124,126,0,0,10,9,0,0,-0.347934364,6.333649244,6.946908688,6.194132424,8.18728095
399,2013,12,13,5,13,1,13,159,135,0,0,8,2,0,0,-0.397226077,6.332978906,9.386766751,6.893920427,6.566928324
400,2013,9,9,2,2,0,9,157,153,0,0,6,12,0,0,-0.687332042,5.710715915,9.180656513,5.800196828,6.377224833
401,2013,5,7,3,3,0,3,152,152,15,11,5,4,0,0,0.224773356,8.297204738,5.983753565,5.732556816,6.540479768
402,2013,2,10,13,13,0,10,119,108,0,0,5,0,100,0,0.173493413,8.112782848,6.17575175,6.780424269,7.481947972
403,2013,11,6,1,6,1,6,179,92,0,0,15,7,0,0,0.285671531,6.802113106,6.718473797,8.621880028,6.387519095
404,2013,8,5,7,5,1,5,169,83,0,0,9,4,0,0,0.021841616,8.349059509,8.849422612,6.71113702,6.228507462
405,2013,1,9,10,9,1,10,123,127,0,0,7,6,0,100,-0.243954143,6.593500312,7.347957249,6.033933026,6.770770725
406,2013,7,2,5,2,1,5,119,124,0,0,4,6,0,0,0.052885696,8.785505559,9.270686494,7.427345606,6.752530138
407,2013,5,6,3,3,0,3,117,123,0,0,0,16,0,0,0.359287082,6.481632386,6.840808023,8.599938348,5.613087974
408,2013,8,1,7,1,1,7,161,165,0,0,3,4,0,0,0.164585027,7.709187855,6.961823653,6.29762841,6.069975513
409,2013,9,13,9,9,0,9,185,186,0,0,8,3,0,0,0.381183768,6.538168338,5.795726935,7.728078371,5.780154141
410,2013,12,6,5,6,1,5,185,186,0,0,10,7,0,0,0.134238925,6.934737527,7.581330359,8.26269002,6.59335524
411,2013,5,3,13,13,0,3,263,133,0,0,11,4,100,0,-0.252240264,6.475672465,5.983542652,5.843620602,8.391392598
412,2013,24,9,7,7,0,9,171,164,0,0,9,13,0,0,-0.51695091,5.478719446,8.319341783,5.504051435,5.508779297
413,2013,7,2,1,2,1,1,159,162,0,0,6,4,0,0,0.091963325,8.887300758,8.095407095,6.999807999,7.118486579
414,2013,12,10,5,10,1,5,159,160,0,0,8,6,0,0,0.356587261,8.748861858,7.59608712,7.725241003,6.529640544
415,2013,7,9,2,9,1,2,149,150,0,0,5,12,0,0,-0.462650042,7.49227751,8.548491904,5.23638094,6.404372738
416,2013,11,10,6,10,1,6,144,146,0,0,11,2,0,0,0.31941311,8.390088124,6.157454524,7.912296263,7.643846506
417,2013,6,1,3,1,1,1,194,136,0,0,9,11,0,0,0.163607669,7.089852267,6.289178509,6.442573195,6.220270125
418,2013,12,5,2,2,0,5,200,186,0,0,3,20,0,0,0.132629359,8.394814031,8.737699804,6.396837297,5.601883285
419,2013,27,7,13,13,0,7,164,149,0,0,14,6,0,0,-0.062085341,8.162460594,5.730665983,5.611506619,8.510102677
420,2013,11,3,6,6,0,6,171,173,0,0,10,5,0,0,-0.15233587,7.341758018,7.510249358,6.674961083,7.547024404
421,2013,6,1,9,1,1,1,174,170,0,0,8,13,0,0,0.605339999,7.898208524,5.93328587,7.54453932,5.674919774
422,2013,2,5,13,5,1,5,164,127,0,0,4,6,0,0,0.11575259,9.267351408,6.739721825,6.574888803,8.123393419
423,2013,1,1,10,1,1,10,129,130,0,0,7,3,0,0,0.215835862,7.904565868,7.263149013,7.487909483,6.665910337
424,2013,27,2,7,2,1,7,136,137,0,0,7,2,0,0,0.307130855,9.052339429,8.292273838,6.463474393,5.693028247
